20 10000
12 -14 6
6 -1 2
2 -4 10
-6 4 3
5 3 14
-45 -26 1
-6 20 5
21 9 11
0 7 14
-19 6 9
27 -16 4
26 10 10
-3 25 12
-2 -33 16
-11 -6 6
-16 -1 6
5 0 2
8 -44 10
27 30 6
16 8 6
9 9 4182 1
0 3 799 618
37 2 0 382
9 2 3863 1129
11 -10 6254 1008
-9 -5 5884 82
-9 8 3728 624
-25 19 1960 1093
4 -21 11784 1
-46 0 0 1
1 -14 5015 1
-5 16 6 339
12 -7 1803 1048
-40 -19 7187 1535
5 -4 5135 1
6 -34 10826 713
49 13 9576 54
1 25 3338 1072
-8 -6 8826 1
-26 5 0 1
-20 -29 997 783
-14 -15 4965 1
8 0 10156 1
14 -23 2597 435
9 25 9451 1752
15 -16 7552 706
33 13 12858 1842
1 1 10668 1
4 -36 2865 1
-14 27 7796 1280
-14 -3 0 310
14 23 11335 1
-39 5 11936 1430
-14 -9 917 1
10 -17 2148 391
-8 14 186 1047
1 -33 13989 1
-17 -24 6336 1
-8 -7 9435 372
41 -20 11829 1
30 10 3493 1
-14 -16 4755 843
-4 -5 4394 1
14 5 6858 599
0 10 0 2757
1 -36 1291 1
-4 3 6677 1
10 8 10193 563
3 4 8965 598
15 -15 2633 1
15 -5 11302 80
-13 18 5360 1
1 25 13214 1
-7 -43 11590 1399
0 28 658 1
10 -1 7116 332
-23 -33 7617 246
5 11 9936 1239
4 9 8297 1
33 -28 7083 1
-5 28 3520 593
29 40 8758 1281
38 -18 5255 1
17 -43 4430 1
-19 46 0 1
-8 -10 0 224
-6 3 3253 1
20 -34 10668 1
0 -13 8202 1
39 -17 438 1
-36 -6 1012 1
0 34 5067 416
8 -15 13962 1175
20 0 0 1
18 -21 5683 1
-5 -2 6095 1
-11 -21 4111 1236
35 28 5118 560
28 -8 0 841
36 3 2845 415
-6 -13 6032 1
-20 4 7478 415
-6 -14 0 1
33 22 8021 1
-11 -50 5392 1
-42 29 7009 1
-7 2 1607 1
12 33 5620 1705
-4 -5 6575 1301
-32 -20 9285 54
-34 2 2279 613
-27 -7 1009 1014
2 -7 2171 1
-7 -2 6424 1
3 -12 9281 637
43 30 7573 1
-1 -5 9181 194
-25 0 9859 1
-21 41 258 1
6 0 8191 154
-34 -31 5876 657
7 29 4129 1
50 25 4119 1
4 -15 11423 971
27 -14 1229 32
4 5 667 1475
-17 -17 0 584
-1 17 0 1
-23 29 5458 141
3 -24 4144 1064
0 35 11529 1
5 32 2543 1
2 -28 1600 856
-8 20 11965 1
-22 -10 312 1
-11 -8 5190 1
15 13 9579 1541
10 21 315 1
-34 5 10153 1
-16 0 3795 310
0 13 8317 878
-16 20 3984 1
18 4 7632 655
14 0 7839 2032
13 -7 4008 1905
-47 6 11628 1254
-13 -19 5910 1
10 -17 308 40
23 12 7054 511
16 -23 15725 1
3 -5 6650 1
-17 -14 7083 400
-10 -7 14189 745
22 9 12977 442
-18 -30 15853 1980
-21 23 6235 415
-24 7 14143 1598
-27 45 8225 1
16 26 5892 1
-3 -4 3374 705
5 -3 14507 1
-18 8 7369 145
23 -28 1148 330
17 6 3554 1204
-2 28 12179 1078
30 7 0 462
27 -3 0 1
-6 39 6954 1
-2 1 0 1
-34 20 2497 1
-6 21 2075 1
-10 21 6447 215
0 -20 5504 761
-16 76 5282 8
-20 9 9055 980
6 -28 8534 1
32 -20 8019 1
20 -26 0 600
24 22 5249 921
-15 -9 914 2589
52 -29 4465 304
-13 -21 4245 731
22 33 5843 400
10 18 9555 1150
15 -5 3715 1
-37 -10 7174 1
-8 0 4016 1
-32 -6 6626 1013
-32 3 9684 1
-31 10 5522 504
2 -20 1049 1
18 7 2470 1
-16 33 12898 221
21 -18 6271 852
5 32 0 1
-38 15 5775 209
6 -19 2894 1
0 -35 914 219
-23 -34 0 1
-12 -3 3960 383
-15 -4 7178 1
8 28 6482 1
-36 -14 12659 1403
22 10 8835 1
13 -17 8503 272
28 -10 10005 1
2 -2 6141 2343
-1 -24 6811 447
-33 -2 21 919
8 -8 5886 1
-15 -8 0 942
-4 -3 3628 390
4 -3 6846 1728
33 0 0 1
7 42 9583 504
24 18 5322 1091
-1 -25 10664 434
6 15 14737 1
-15 23 9407 1
15 36 492 812
-29 -7 0 579
-19 1 7757 1
-9 13 7814 374
-4 49 6138 555
-8 0 7200 829
-28 -1 1753 1305
-15 32 9144 337
45 13 4631 1
-33 -26 12920 11
14 -40 6134 1
13 -13 14570 1
3 -13 3168 1292
34 25 7478 343
26 0 1039 1
-34 -34 4567 454
-1 1 0 1532
2 0 3089 1
-16 -25 14436 292
-17 6 8922 1
-5 -25 3599 653
31 22 11506 1
33 12 2259 1
-9 -32 5971 646
40 13 5378 469
21 22 4383 1
3 3 7129 712
1 6 0 1
6 4 8285 508
10 -3 2517 1
-20 -6 18926 1957
-22 0 5259 56
17 -17 1820 1440
-9 4 9747 746
-10 9 4336 2124
-17 -11 0 337
5 -4 17262 1
-10 19 2687 1
3 -27 0 1095
3 -27 0 312
-3 5 4710 830
6 2 6047 1096
14 -4 29 2061
-7 -40 2515 152
32 -16 2789 1
-19 3 2119 730
-16 -2 5479 26
7 -46 18543 1
26 -11 2133 441
15 1 8108 80
-2 -3 0 1534
9 6 8749 1
24 -19 9610 1
29 -2 12109 1
21 0 5030 141
-23 -4 3544 1
13 29 7871 90
0 0 5020 606
10 10 15522 980
13 19 5029 1
20 31 0 1
21 -23 5091 1142
0 -1 0 1325
-17 10 6570 1
-18 8 4592 1
-15 17 9693 595
0 -25 15516 102
-15 -6 0 565
11 3 4576 1
12 34 6284 1
-19 33 10189 345
11 -14 2801 2743
17 -22 4569 933
-20 8 2876 1
0 -23 5351 1
-27 -6 7884 456
28 7 3801 1263
-5 8 6321 1517
1 5 4978 1
17 0 7909 1
21 4 93 1
7 26 11953 769
6 -25 4419 864
10 0 1140 1
18 -26 7116 664
-21 -6 0 1218
15 24 5513 933
0 43 4882 1
0 -41 5210 749
-8 37 2110 455
8 21 6899 1384
-5 -21 1962 1
-7 -4 0 1
8 18 9006 2640
-5 -4 8468 1378
-10 -16 9879 1296
16 12 6681 1
-2 -11 12190 134
25 11 9719 575
-4 -33 13221 1
-4 -16 3740 780
47 9 3707 1
12 30 2348 1
-27 18 7716 90
4 0 9578 144
-10 -32 2572 1
-7 31 4323 175
35 4 11900 294
3 8 11585 1
-36 -36 0 1411
-3 -8 1961 2664
-14 -19 0 1
-1 -16 7921 1
-6 13 5834 1
18 -13 5844 1
-12 -8 9013 791
13 -23 2181 1
19 -3 12898 877
10 -6 3796 499
-16 33 0 97
-33 -22 16860 1
-18 7 3336 1
5 6 0 307
-16 -37 101 1
23 -3 6880 1
1 8 4064 279
-11 11 5322 1
-22 -14 0 1
-7 18 10910 1778
16 -5 0 1
17 9 18054 1379
19 -1 4706 1
-6 18 1318 1056
3 22 9643 518
-13 -3 3980 1
-17 14 12630 1
22 -31 0 1
34 -21 0 1
-4 32 14094 1
40 -16 4821 1
0 27 8434 1373
13 -29 7307 110
-2 41 964 1
-18 8 9761 1864
-41 44 0 1
-12 -13 6112 929
-10 -1 4323 1
0 -19 7886 996
4 11 0 1
0 20 8184 255
28 17 5094 1
-22 -5 5197 831
-1 7 10188 280
52 41 5820 442
14 -13 4351 1
-4 13 6505 265
8 10 7368 306
0 -27 4433 1238
-11 6 8752 623
8 19 13132 208
31 22 1348 1
-8 8 3186 1746
28 -18 12135 537
20 -32 4584 1
-18 -15 0 1306
-16 10 0 402
-1 7 5415 1344
17 5 10038 1
2 -21 10667 1
3 -10 0 1
-11 -3 9638 1
7 29 9380 1
-23 -42 3013 1
-17 -28 4079 212
15 3 1082 744
9 12 9783 421
22 -5 5481 1
21 -12 7831 672
-44 19 1403 16
5 7 3079 1156
-22 15 4581 1
19 -27 1655 1
27 7 1727 637
22 -36 536 1
9 7 1140 1
24 5 1519 1
-9 1 0 1
11 -9 4849 1
10 -35 2887 374
6 11 8210 1
4 9 4313 2509
6 -4 10464 320
-38 -3 1013 1
-30 -16 4317 1
-21 21 1024 1
29 10 0 1
-8 18 1501 431
-10 8 7295 984
-19 -31 9248 1865
-32 -40 3846 1
14 12 0 1021
24 14 2451 1
-11 12 1285 1385
-8 34 6225 1
16 -9 6800 1165
2 -3 0 1
-29 -26 984 20
10 -26 11713 952
-3 9 7134 686
-8 5 18699 1
-32 5 2451 1241
2 11 1220 413
0 36 3727 1
-23 -3 10552 525
-4 -17 0 1
8 17 9922 1418
22 6 1216 1066
-10 -5 5660 566
6 51 963 249
16 19 6913 144
24 -20 12212 1013
-14 21 13881 2348
3 -49 0 1
22 -11 3739 1
-8 5 5964 1
18 -8 5624 1
-21 -17 3490 1
8 3 6240 76
-17 12 3940 2730
-9 -34 7704 1
-8 -2 4027 765
28 -3 0 425
13 -22 8601 1
8 37 18084 1
-9 0 458 432
12 -10 7509 1
-41 -18 7560 1
-3 -5 5383 260
23 -19 7802 1116
4 -11 2070 2535
6 21 5667 1175
13 7 6119 1
28 -18 7821 15
9 0 7004 1
-37 -13 12247 1
2 19 8582 1
-9 16 7339 575
15 -26 2113 1
29 0 5572 1
-16 -1 20958 1
2 26 11766 1
-18 -10 8366 1
11 -18 4467 1
5 11 3608 1850
-17 -14 0 630
27 -10 0 1
-2 44 0 1
0 19 2260 1
14 11 0 2164
16 21 11035 1
-16 -6 6822 1
-11 9 12379 1
17 18 13147 159
23 -36 8800 2366
-7 -6 0 261
12 15 0 566
25 7 9820 1851
39 -19 8257 1
-1 7 6607 351
12 25 0 2346
-20 -23 1496 214
-17 -1 1304 746
7 -12 6062 948
-13 -14 6223 1
16 -7 13131 1
7 -23 9913 1
14 -17 1311 762
-23 -12 1169 1
-22 14 9479 1
26 4 5248 1342
26 0 4216 1
-25 -15 5105 1523
1 -8 3322 58
10 -22 2639 1
5 28 10175 1
2 -22 1344 253
-16 -16 4978 1
-8 -5 4863 1
0 -19 3503 1
2 -30 8292 1
11 -29 9456 1
-40 -52 5111 797
0 11 7280 733
-4 -26 0 1
13 -13 4399 333
13 -2 6907 1
0 3 0 1
-2 8 3436 1
2 13 5816 1
-22 16 7600 372
-4 8 0 1
20 8 4129 787
1 -2 2540 132
40 22 16471 1
17 14 8365 1
13 4 5266 1
25 12 0 568
-8 10 6371 412
-14 1 11940 21
20 -23 0 1
18 -6 7660 164
8 -33 3 1
13 12 16309 1
-16 24 9985 1
19 18 12048 425
-19 -29 1994 1
23 -28 8589 1
-17 -25 2238 1
-8 -25 4156 1
-5 3 3348 1
19 8 9085 1
-20 -10 14535 1773
1 -29 0 1515
6 -6 9527 107
20 -11 4623 1
-28 21 11401 1
4 31 0 1302
25 -39 5045 1
-7 8 0 846
14 -14 0 597
-24 17 10627 1
-16 26 4022 1
24 -13 7451 1
15 40 12316 3285
0 11 8873 1
25 22 1978 713
-4 -35 3706 53
2 -1 3872 207
29 -7 6151 106
-23 -52 0 170
9 7 11121 931
12 -2 0 451
-11 -19 0 189
-20 16 0 3122
-54 16 1978 1
4 -23 56 1
-12 -11 3423 1166
-1 1 15643 1
-8 -44 1275 1
11 6 0 1916
2 36 7792 1
31 -3 10176 1
28 -2 4488 1
-33 -31 6151 1
-33 3 7091 1
-9 -19 16878 1715
-23 6 1257 1
15 8 8397 517
14 4 0 1
0 -16 0 1
0 18 4515 1
-34 1 5385 1074
7 -31 5791 1
1 -20 0 1
0 32 9354 1305
13 23 9445 1
22 0 0 1
2 12 14647 1
11 -9 10727 1
-25 0 9861 1
2 -20 0 1527
15 -19 2346 1300
-13 -34 791 505
16 -7 8430 1
-4 -23 9857 1
13 2 7224 82
-3 -13 10143 1
0 35 12659 1
9 -24 4709 255
-22 -35 2373 1381
34 13 9828 1
-23 6 2701 1
-8 9 0 1
26 7 1270 1929
8 -8 5172 1
10 30 4913 1
11 -16 3313 856
-4 1 4583 1353
36 -13 2188 65
28 26 1007 1
17 19 0 16
23 -6 8232 1
8 29 762 1
10 -15 8713 1
26 1 6079 318
-4 -9 8043 1594
2 9 4743 311
43 -13 15119 469
28 -24 3821 1
-5 25 566 1
-7 12 2852 1
-36 -12 279 328
-14 -10 9287 1
-14 -9 2036 1
7 30 0 1410
-10 -8 10596 1
-43 16 1592 706
-24 6 5457 1
-1 4 4568 1230
13 -23 8144 1
-11 4 6585 1
2 11 14866 154
-13 19 6215 1
-44 -32 12282 1
-3 6 8666 1
29 -12 6473 1
21 -13 4185 234
5 40 15267 1
-45 14 9587 373
6 37 6500 1
-36 12 0 902
-19 -32 11368 432
-7 3 0 1
35 -22 1194 1
19 19 7870 5
-9 11 9202 765
14 -14 2891 747
-3 13 1498 1392
2 -42 0 262
2 -1 7885 163
-14 -12 12624 2217
-22 53 4526 1
31 -2 12081 1
12 -2 8037 1
3 -21 679 896
11 24 7791 915
44 21 2332 1923
-15 -3 4494 1
26 -13 2000 1
11 19 423 1
5 3 5504 1
5 -13 7648 1
-5 15 13769 835
15 5 0 1
8 17 8033 1483
-29 -6 5641 1
-26 -6 1559 1
-6 -26 5448 1
7 7 6143 746
-10 -19 1569 1
14 -31 7443 511
-20 8 4831 468
-29 21 11049 1
-4 7 2565 642
19 21 7956 1
25 -21 13580 131
-2 -17 0 864
19 25 17415 27
15 13 16739 206
33 22 8121 592
-7 27 0 1
-22 10 13741 2892
12 27 10915 1
-29 -13 8960 298
-10 -2 0 1
-4 -31 11215 1
2 -10 2516 1
-8 7 3509 1919
-18 2 4123 1676
-22 4 6986 1
1 -43 8636 1713
31 -20 13515 553
-17 0 0 409
9 -33 19325 601
-30 1 13663 1
7 -3 82 1
-12 -18 8348 1
23 12 2908 1
0 -1 9007 1
-13 16 2717 696
11 25 11544 205
3 -8 9501 1
0 -32 1686 1
21 30 5304 157
3 -26 0 1
23 13 1952 1
-18 0 7864 1414
30 1 2413 1
7 17 0 864
-11 4 9171 1
-19 1 0 870
-12 12 9462 1
-18 51 6240 1
22 -23 0 1040
18 -2 2649 1
20 2 5404 1
43 -13 3195 403
30 10 6430 665
5 -7 8070 1434
9 18 10943 1
-38 -2 7717 1
-11 10 10469 1192
-46 -2 6394 771
59 25 0 1
-22 -1 10528 1
18 -11 1352 1
11 42 9792 1
13 0 4926 1234
15 12 4093 1001
-2 11 16115 1333
-18 14 0 345
24 -37 426 1578
-11 16 0 152
-2 -11 548 1
10 7 4708 1
45 14 13603 1139
-23 -2 1072 330
28 -1 3518 265
-20 -12 10987 1
26 15 2592 55
-34 -13 9142 1
68 32 5738 1359
32 -32 3303 1216
-13 13 0 1456
-22 10 3569 529
-34 27 8311 1470
-1 9 5932 573
-16 -4 1408 189
13 -14 486 1528
24 22 7398 538
-18 -5 3275 871
-14 19 11031 613
1 2 0 1
25 14 2808 1
-7 24 2263 1
-3 -1 0 135
25 -27 0 1019
-31 -15 7414 1
13 21 6104 1720
-15 -3 5225 74
0 0 10171 1
28 7 8311 18
45 -30 7343 86
35 -44 3748 1
46 -14 9459 1228
16 12 7299 1
44 0 15354 956
18 -4 2976 1645
13 -50 0 786
2 8 10999 1225
35 -36 10758 1670
-13 15 1579 981
14 -5 0 1
-33 27 8691 291
42 -9 0 1
39 3 6541 614
-29 21 7951 815
15 -24 11224 1
-10 10 3018 796
5 18 7910 1
1 3 8658 1
7 6 8028 1648
12 -10 54 259
-30 3 8115 1251
59 2 187 688
5 5 2660 1
-5 11 3139 1
-14 -4 5684 463
0 22 7990 1
-14 -48 0 37
37 -39 1249 744
-22 -10 12144 1
-35 6 0 231
-27 -17 0 1
54 -21 3384 1
8 -8 0 630
-24 20 0 288
-12 -1 812 310
2 11 0 1
-29 24 10736 1649
-28 -24 5521 615
31 5 5946 383
-13 4 7531 1446
-59 5 4128 1
-29 -13 5994 1
11 -8 0 1
-11 18 13763 1
-6 -17 10593 1052
-25 -4 6996 1
-3 29 2126 1
10 -15 10294 76
2 6 6678 1
22 -15 1399 1
14 20 8300 1
34 -22 8062 1
-13 10 7391 1
1 -22 6093 98
12 -52 0 104
-11 -18 432 1014
6 -19 5863 1
3 -6 6354 794
1 -4 9650 1
-21 -13 3813 48
-61 13 4640 952
-25 -4 9565 287
41 -48 3894 1
-11 8 1179 981
5 18 0 1841
17 4 12226 1
35 -10 11313 1782
34 13 4189 1
39 -22 7777 1
26 16 9202 1
4 19 2799 347
-14 -1 0 1
16 -16 11432 386
-3 10 6641 1
13 35 4196 135
-30 10 4739 840
29 -4 0 1
-2 1 0 1
8 -3 1015 208
4 21 543 1
-2 -11 11994 1
6 -10 1488 924
-6 -21 10831 155
-19 21 4334 1485
25 8 2703 880
3 33 15452 1706
1 13 7798 1
-7 -51 6647 1
1 -13 7097 1209
-46 37 4910 1676
-3 -7 3753 535
-14 -3 0 410
4 15 0 185
-12 -16 6395 598
30 8 13450 552
4 13 4137 1
-11 -17 0 405
2 12 10042 1
-3 -23 0 1
12 21 289 1087
16 -3 361 1196
6 20 6340 186
-16 -59 12240 649
9 30 0 2032
29 -35 7769 1
20 3 1699 1
3 44 1130 620
-3 9 2619 1
-17 -27 9896 407
-6 -25 11925 983
-8 -3 4045 1
2 21 0 1
12 -1 3021 1
28 -39 1486 1050
25 8 3181 2381
-34 -4 6033 1
2 -9 3770 1
-40 28 930 1
-20 -12 3247 1
-28 6 0 1
46 -28 0 1838
0 -3 8283 1
-17 -28 2331 1072
19 -12 681 1
-22 17 0 1
-4 0 12622 878
20 -7 5600 621
-26 -3 8858 1
4 1 0 352
-41 21 7930 713
27 9 5659 1046
-15 9 0 406
-31 -43 3834 1
-20 20 13042 2042
-29 -28 2284 1
10 6 4552 2283
-20 -40 5458 807
15 -9 7121 1
15 15 10763 1
-10 -6 3505 342
-17 -14 16125 246
25 -15 7790 1
1 -15 0 730
9 20 11041 1
1 0 6305 1
-5 27 8563 143
-4 17 0 1964
-19 7 9779 1
-3 -31 7217 586
-17 -21 4166 579
-18 -12 9317 358
-15 1 1875 1
20 -15 6309 1
-44 -9 0 1
32 -12 901 1
16 -27 4043 408
29 26 5130 1
6 -14 1342 1
17 6 2884 1
4 50 6261 1
12 9 8625 1
29 0 5600 1
-7 -6 0 1037
35 1 4757 48
-51 4 4697 324
25 -18 0 1
63 -19 5523 1
-20 31 93 1
31 -3 3468 348
-40 20 12652 1
32 -9 5795 52
-16 23 3604 1
17 30 0 428
-6 9 0 1
3 -12 1848 298
-13 -18 1274 416
17 16 2941 265
9 0 16584 1
0 8 13611 994
-14 -41 3020 1345
25 40 1711 1
16 24 6196 31
9 -9 6592 1778
26 -8 924 1
-21 8 2827 1
-6 -14 1693 1
14 -23 14769 1
-27 -31 4644 8
11 -60 2284 1
23 1 10556 516
4 -26 16133 847
-3 -5 7020 517
-44 33 0 1
-13 -5 11474 453
19 34 2474 660
24 2 7842 1
-17 0 12821 695
-25 3 0 1525
-3 18 1999 1
2 -6 5969 1
-29 -12 0 1
-2 -11 6175 1
24 -36 5543 388
-25 1 0 434
21 -35 9582 1
10 -14 11713 3250
0 -12 10564 615
17 24 4006 2369
-2 6 5269 1
-17 -6 3334 1
-5 31 0 1
-22 -8 0 1
-27 29 1625 767
1 1 4996 582
17 19 4333 1
0 -12 13681 288
-16 -1 5124 1
9 -18 1981 1792
-2 19 0 2135
-18 5 6259 1
26 -1 3347 1
-23 4 11578 1
-5 9 2913 947
-1 -48 5880 627
-26 -2 11063 2000
-10 -19 5896 1
25 -15 5266 401
-34 -14 10791 772
-2 -12 6177 760
-7 8 0 682
-7 14 3414 1419
-23 -1 4054 1
-32 -5 0 483
19 4 2062 1637
16 36 4306 1
-19 -21 6246 1
-11 -27 9221 1
17 11 3389 1
-22 -7 3315 882
5 -27 9160 1
-21 23 0 1081
-30 -11 4935 1255
21 19 8793 1447
12 32 0 1071
14 13 3602 643
12 -17 1579 556
-20 10 5540 1235
-8 15 8188 625
6 16 8961 1287
-21 -58 1549 1591
-10 -7 3509 1
-9 -7 18080 278
-12 20 6634 1
26 -32 12597 1268
-2 16 16026 1250
12 8 2955 574
0 0 5068 660
-12 4 5277 857
1 -16 4897 840
-2 -14 0 1
10 0 6431 43
32 21 0 549
-21 -7 0 1
-6 0 10467 815
-2 23 10296 164
-15 -11 14138 1
7 -2 13598 2247
68 2 4298 1
-17 19 519 1
32 0 6877 1183
6 -24 4846 554
0 2 8376 33
-10 36 2412 1
23 25 1614 386
-25 -18 9693 1
-8 -6 3751 2265
7 27 7891 1
20 0 11473 1
-15 27 0 1983
13 13 3151 1
22 38 0 327
54 -11 1636 2549
12 35 15274 713
14 0 9075 104
0 24 6317 2627
-16 3 3998 1152
-5 -10 4391 475
19 -6 6091 1
31 3 3118 3896
-9 -25 856 1
19 3 0 1
-14 -13 3287 1193
-11 23 3646 1
-9 -4 0 498
-2 37 4964 141
-14 17 7786 1513
26 8 5081 1
5 9 0 1
-46 8 1663 1
2 4 6765 1
29 -12 5759 1684
-3 -19 10838 1
-15 3 6857 535
1 3 1133 1561
-29 5 6545 1
-12 -21 8725 1
42 31 2466 2229
12 31 3184 46
18 9 3964 1
15 -25 8819 2068
26 -7 6406 1
-3 -13 7048 231
15 49 2143 1
-5 6 14341 1561
17 -8 9230 1150
-4 -32 9245 878
-24 30 9207 1
-1 0 9594 1
41 2 11088 1948
-1 0 3241 812
-2 -2 14469 793
-2 21 4036 1
-20 6 1583 346
29 10 495 623
14 5 2935 1
3 -7 2079 1
29 -31 0 1
8 -34 3941 1
-4 16 4146 1
-3 -8 3742 1
-32 -3 8782 774
-19 6 0 1
-7 -29 5869 1
-37 -10 3920 1
13 21 0 986
-13 2 4860 1388
-15 -16 5142 1
-19 17 9029 380
17 -30 10178 1
18 -5 10035 1
-18 -17 8033 1057
-21 -6 5730 1
10 37 7642 304
18 -32 4262 1
-25 5 7723 510
-54 -6 4000 1
-6 26 4041 1
2 1 0 1217
28 -4 1469 1
26 17 10560 1
-4 10 3987 1
8 -3 0 936
-12 1 7660 1
12 -3 648 2944
26 -16 5448 137
-4 -4 4899 1
-15 11 992 1
41 4 6283 919
24 15 6894 2212
19 11 13375 1
-3 15 3505 1
0 4 5310 1331
16 10 0 1
1 -11 9875 318
-37 -21 10880 1
6 2 8335 1
29 22 0 585
4 -4 6161 338
3 -33 0 1
0 20 4851 344
21 -36 8014 86
-6 16 8363 1
-25 -43 10374 355
-23 -12 5836 666
-21 8 8730 1229
8 1 9306 1
-8 26 4376 1
-1 19 5087 1
33 -8 77 1
32 -19 5494 1012
15 -12 3844 1631
-27 15 6042 581
24 18 1305 1
8 -5 425 525
0 -21 10773 1
11 -8 0 1520
5 -16 11443 1
17 -31 3789 155
16 5 10185 1
-4 11 0 1
9 -25 4418 1
48 9 11059 985
35 -18 3595 1628
-12 -31 3608 1702
13 7 2438 1939
10 -3 7101 909
0 -19 9647 1
18 -9 3665 1
35 4 1527 1
29 3 2039 367
49 57 0 107
-4 25 6860 935
-12 47 9099 1
-32 -17 11610 1
14 -7 5782 1260
-11 21 2016 563
-14 9 2840 1
5 -32 2750 3164
10 -8 5168 1762
20 -27 7519 1
14 20 8268 1
-49 2 5875 1
-10 -29 10195 1260
27 0 0 1
-27 -15 0 1
-4 16 9508 1
22 -37 6755 427
-14 25 7227 517
23 -22 436 1
0 -5 11560 1
15 -19 1284 246
-20 20 0 1
-18 -22 7194 1
-9 -11 580 842
-9 12 8035 1
-14 14 5954 1
-10 -20 10306 1
-20 37 1450 1
3 -26 1108 341
7 -37 6021 1
-17 11 2808 1
2 -22 11430 623
-1 -17 0 634
-11 -30 1907 611
-22 -21 3982 1
-12 18 7751 1
16 8 6238 1347
-2 20 0 61
30 -31 3730 1
-8 -5 5267 781
-15 19 0 411
36 -12 5961 1
43 -22 14464 618
-23 -2 1839 1594
-32 2 7538 704
5 -56 7985 1
-2 -7 11486 1
-37 -12 405 474
16 28 3991 1355
32 12 1779 1
-13 10 8008 1149
-22 3 5691 989
-5 2 1567 1
-18 -26 2145 527
-16 -27 9028 1
-27 25 8999 1213
-25 -6 890 1
-22 25 2624 1
4 21 0 298
-9 12 6744 677
-28 -24 0 1
-36 0 0 1288
-33 17 1685 1
8 -7 0 1
17 32 7495 330
-31 11 502 927
1 56 8697 1031
13 -6 11832 442
-20 17 3355 978
27 28 0 1
53 -43 7194 1
-1 -11 2514 482
5 11 13072 133
-18 -19 5627 115
-17 6 9581 1
29 -24 4176 1
31 -9 105 1741
41 -1 0 1
8 -10 7757 1
9 -26 13666 1
26 -19 2939 1
14 -8 3203 2146
-5 -33 4155 2591
21 20 2185 1
-5 -1 4967 1302
-23 2 0 1
-2 4 8081 1
24 51 8695 2840
-15 11 7036 1
19 2 17799 1
12 -13 3027 1
0 55 8132 316
-9 16 9818 1
28 -13 4131 719
5 6 8393 1
29 19 1047 596
10 -35 4477 1
15 0 2644 1
-26 -16 6845 1161
10 1 469 1
-7 -39 7265 1
16 32 9004 1
31 -13 4147 1
23 9 0 289
24 -14 5257 1
17 6 3258 181
-12 -12 0 562
-12 -18 15559 198
-26 18 2699 1
14 -17 4273 1
11 -5 7986 1
-6 18 8477 134
-1 -2 1389 1501
24 -17 6421 1114
-43 1 288 627
-10 36 3506 302
31 -11 9830 1
14 -13 914 658
-25 -10 15590 549
-18 -29 3125 836
12 -22 0 657
-2 -8 6818 1240
3 0 9257 1
14 -15 4335 1
-4 -7 5868 537
-29 14 1525 1342
16 -21 831 1
11 45 1257 169
-3 14 2889 1
8 4 0 659
-25 -18 3034 1
51 4 7967 398
-10 -11 0 1
16 -25 1616 1469
-6 -21 0 512
5 -37 10255 1
-1 -38 1517 1
-15 -2 7878 192
-39 -31 3639 2478
-7 2 3826 1
0 -5 9426 1
-20 13 0 1
32 -6 11485 1
-3 28 2721 1
0 37 15628 647
10 10 4566 1
-25 6 0 1
-1 -23 6039 1
36 16 5673 1
17 18 0 1
-14 9 0 1699
23 22 4638 69
31 -1 0 849
23 -32 0 1
-29 3 0 1
14 -18 1417 1
-20 -36 2240 2
-19 -3 3200 793
29 3 6739 1549
-4 28 1019 979
-22 26 4852 1
1 2 5355 1
14 -18 0 139
3 -56 2582 34
-31 -13 9043 903
0 47 10249 1
-15 35 0 1294
-10 0 0 208
15 20 3412 1
-14 -5 15312 248
25 -8 4156 427
-4 -13 0 1
33 0 1917 1504
-18 29 9691 3276
8 11 6282 999
-17 -11 1233 359
19 16 6390 1
5 -2 5335 903
-21 -21 669 1
44 -1 7228 32
14 -7 69 102
-7 0 13379 723
51 31 6979 1
38 -10 3015 491
7 47 2005 1
-6 44 0 1534
-3 -31 1645 415
2 22 15288 970
-15 -22 7806 51
27 -10 0 1220
-29 -18 9794 488
22 -16 2172 1
-34 30 0 1
22 0 0 1
-1 -14 0 1
23 21 11500 1
-19 -14 2204 858
-30 5 4522 850
22 -15 9680 1
37 -17 8906 250
-15 -26 4387 1029
0 -51 7645 937
21 5 448 1
-5 -5 1760 1
22 14 7273 533
6 -14 5545 543
-11 37 3379 785
-34 -13 0 1492
19 -10 4168 2387
9 -20 5698 1159
-3 29 9085 597
8 -38 4134 1
17 -13 2254 1
-20 -13 0 1177
21 30 0 1
-26 13 0 1
-8 0 7451 1019
-24 -9 4564 160
0 0 5695 803
-6 -11 0 1340
7 -5 9533 1
13 -19 10897 1
23 5 7692 1057
0 8 7212 1153
-5 -8 12488 1
10 -67 3707 1
7 10 5898 1
2 -24 9438 942
5 0 7993 1
30 14 5263 1
8 0 4999 1
5 15 0 1
1 51 13602 1174
-11 28 10468 1250
-6 -21 1526 666
10 13 12409 915
3 11 11687 1
-19 -16 3427 105
-5 -2 5768 14
5 26 5382 1
7 59 9009 1
-27 32 3947 521
17 1 1844 1
8 -3 4022 1
12 15 9498 512
22 -11 0 569
-18 28 3547 708
28 -6 6557 1206
-1 -26 4269 1038
-18 24 16424 2209
51 -15 1895 1695
-8 -38 2904 1
6 37 10615 229
